korean,stem,createdDate,english,hanja,lastUpdated,order_id,storyList
자세,자세 ,{'$date': {'$numberLong': '1599430742443'}},stance; posture; attitude,恣勢,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 809},['5f53fc3cceceb9573eaf8788']
조심스럽,조심스럽다 ,{'$date': {'$numberLong': '1599430742443'}},"be cautious, careful",操心-,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 810},['5f53fc3cceceb9573eaf8788']
몸놀림,몸놀림 ,{'$date': {'$numberLong': '1599430742443'}},body movements,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 811},['5f53fc3cceceb9573eaf8788']
역력하,역력하다 ,{'$date': {'$numberLong': '1599430742443'}},"be clear, vivid, obvious, apparent",歷歷,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 812},['5f53fc3cceceb9573eaf8788']
지팡이,지팡이 ,{'$date': {'$numberLong': '1599430742443'}},"walking stick, cane",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 813},['5f53fc3cceceb9573eaf8788']
헤치,헤치다 ,{'$date': {'$numberLong': '1599430742443'}},"clear away, make one’s way through",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 814},['5f53fc3cceceb9573eaf8788']
멧돼지,멧돼지 ,{'$date': {'$numberLong': '1599430742443'}},wild boar,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 815},['5f53fc3cceceb9573eaf8788']
어귀,어귀 ,{'$date': {'$numberLong': '1599430742443'}},entrance,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 816},['5f53fc3cceceb9573eaf8788']
자빠지,자빠지다 ,{'$date': {'$numberLong': '1599430742443'}},tumble backwards,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 817},['5f53fc3cceceb9573eaf8788']
노목,노목 ,{'$date': {'$numberLong': '1599430742443'}},old tree,老木,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 818},['5f53fc3cceceb9573eaf8788']
등걸,등걸 ,{'$date': {'$numberLong': '1599430742443'}},tree stump,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 819},['5f53fc3cceceb9573eaf8788']
잠시,잠시 ,{'$date': {'$numberLong': '1599430742443'}},"momentarily, for a moment",暫時,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 820},['5f53fc3cceceb9573eaf8788']
숨을 돌리,숨,{'$date': {'$numberLong': '1599430742443'}},catch one’s breath,을,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 821},['5f53fc3cceceb9573eaf8788']
망원,망원경 ,{'$date': {'$numberLong': '1599430742443'}},binoculars,望遠鏡,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 822},['5f53fc3cceceb9573eaf8788']
렌즈,렌즈 ,{'$date': {'$numberLong': '1599430742443'}},lens,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 823},['5f53fc3cceceb9573eaf8788']
부착하,부착하다 ,{'$date': {'$numberLong': '1599430742443'}},"attach, stick, add",附着,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 824},['5f53fc3cceceb9573eaf8788']
넉넉하,넉넉하다 ,{'$date': {'$numberLong': '1599430742443'}},"be magnanimous, generous, open-minded",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 825},['5f53fc3cceceb9573eaf8788']
산삼,산삼 ,{'$date': {'$numberLong': '1599430742443'}},"mountain ginsaeng, wild ginseng",山蔘,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 826},['5f53fc3cceceb9573eaf8788']
낮게,낮게 ,{'$date': {'$numberLong': '1599430742443'}},"low, softly",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 827},['5f53fc3cceceb9573eaf8788']
중얼거리,중얼거리다 ,{'$date': {'$numberLong': '1599430742443'}},"mumble, murmur",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 828},['5f53fc3cceceb9573eaf8788']
운무,운무 ,{'$date': {'$numberLong': '1599430742443'}},cloud and mist,雲霧,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 829},['5f53fc3cceceb9573eaf8788']
쓸려다니,쓸려다니다 ,{'$date': {'$numberLong': '1599430742443'}},be/get swept along,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 830},['5f53fc3cceceb9573eaf8788']
능선,능선 ,{'$date': {'$numberLong': '1599430742443'}},ridge,稜線,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 831},['5f53fc3cceceb9573eaf8788']
공갈,공갈 ,{'$date': {'$numberLong': '1599430742443'}},"blackmail, threat",恐喝,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 832},['5f53fc3cceceb9573eaf8788']
부인,부인 ,{'$date': {'$numberLong': '1599430742443'}},"deny, negate, declaim, disavow",否認,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 833},['5f53fc3cceceb9573eaf8788']
잘라 말하,잘라 말하다 ,{'$date': {'$numberLong': '1599430742443'}},"say with conviction, assert positively",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 834},['5f53fc3cceceb9573eaf8788']
고개를 끄덕이,고개를 끄덕이다 ,{'$date': {'$numberLong': '1599430742443'}},nod one’s head,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 835},['5f53fc3cceceb9573eaf8788']
한나절,한나절 ,{'$date': {'$numberLong': '1599430742443'}},half a day,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 836},['5f53fc3cceceb9573eaf8788']
헤매,헤매다 ,{'$date': {'$numberLong': '1599430742443'}},"wander aimlessly, be disoriented",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 837},['5f53fc3cceceb9573eaf8788']
한낮,한낮 ,{'$date': {'$numberLong': '1599430742443'}},"high noon, midday",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 838},['5f53fc3cceceb9573eaf8788']
벗겨지,벗겨지다 ,{'$date': {'$numberLong': '1599430742443'}},"be/get peeled off, stripped off/away",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 839},['5f53fc3cceceb9573eaf8788']
청명하,청명하다 ,{'$date': {'$numberLong': '1599430742443'}},"be bright, clear",淸明,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 840},['5f53fc3cceceb9573eaf8788']
전란,전란 ,{'$date': {'$numberLong': '1599430742443'}},"war, strife; the Korean War",戰亂,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 841},['5f53fc3cceceb9573eaf8788']
빨치산,빨치산 ,{'$date': {'$numberLong': '1599430742443'}},partisan fighter,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 842},['5f53fc3cceceb9573eaf8788']
굴,굴 ,{'$date': {'$numberLong': '1599430742443'}},cave,窟,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 843},['5f53fc3cceceb9573eaf8788']
지어 먹,지어 먹다,{'$date': {'$numberLong': '1599430742443'}},prepare a meal,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 844},['5f53fc3cceceb9573eaf8788']
야영,야영 ,{'$date': {'$numberLong': '1599430742443'}},camping,野營,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 845},['5f53fc3cceceb9573eaf8788']
삼선암,삼선암 ,{'$date': {'$numberLong': '1599430742443'}},Three Maiden Rock,三仙岩,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 846},['5f53fc3cceceb9573eaf8788']
온종일,온종일 ,{'$date': {'$numberLong': '1599430742443'}},all day long,-終日,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 847},['5f53fc3cceceb9573eaf8788']
노루,노루 ,{'$date': {'$numberLong': '1599430742443'}},roe deer,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 848},['5f53fc3cceceb9573eaf8788']
카메라에 담,카메라에 담다 ,{'$date': {'$numberLong': '1599430742443'}},take a picture; record on camera,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 849},['5f53fc3cceceb9573eaf8788']
결코,결코 + neg. ,{'$date': {'$numberLong': '1599430742443'}},"not at all, not in the least",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 850},['5f53fc3cceceb9573eaf8788']
실망하,실망하다 ,{'$date': {'$numberLong': '1599430742443'}},feel disappointed,失望,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 851},['5f53fc3cceceb9573eaf8788']
열띠,열띠다,{'$date': {'$numberLong': '1599430742443'}},"be burning, sparkling; excited",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 852},['5f53fc3cceceb9573eaf8788']
-을 통해 ,-을 통해 ,{'$date': {'$numberLong': '1599430742443'}},"through, by way of",-을 通해,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 853},['5f53fc3cceceb9573eaf8788']
존재,존재 ,{'$date': {'$numberLong': '1599430742443'}},existence,存在,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 854},['5f53fc3cceceb9573eaf8788']
어김없이,어김없이 ,{'$date': {'$numberLong': '1599430742443'}},"certainly, without fail, without exception",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 855},['5f53fc3cceceb9573eaf8788']
흥얼대,흥얼대다 ,{'$date': {'$numberLong': '1599430742443'}},"hum, croon",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 856},['5f53fc3cceceb9573eaf8788']
뒤잇,뒤,{'$date': {'$numberLong': '1599430742443'}},"follow behind, bring up the rear",를,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 857},['5f53fc3cceceb9573eaf8788']
기대,기대다 ,{'$date': {'$numberLong': '1599430742443'}},lean on/against,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 858},['5f53fc3cceceb9573eaf8788']
눈을 깜짝하,눈을 깜짝하다 ,{'$date': {'$numberLong': '1599430742443'}},blink one’s eyes,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 859},['5f53fc3cceceb9573eaf8788']
건너다보,건너다보다 ,{'$date': {'$numberLong': '1599430742443'}},look across at,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 860},['5f53fc3cceceb9573eaf8788']
잠시,잠시 ,{'$date': {'$numberLong': '1599430742443'}},momentarily,暫時,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 861},['5f53fc3cceceb9573eaf8788']
눈을 붙이,눈을 붙이다 ,{'$date': {'$numberLong': '1599430742443'}},"shut one’s eyes; catch some shut-eye, take a nap",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 862},['5f53fc3cceceb9573eaf8788']
엷,엷다 ,{'$date': {'$numberLong': '1599430742443'}},be faint,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 863},['5f53fc3cceceb9573eaf8788']
미소를 띠,미소를 띠다 ,{'$date': {'$numberLong': '1599430742443'}},put on/wear a smile,微笑,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 864},['5f53fc3cceceb9573eaf8788']
여태껏,여태껏 ,{'$date': {'$numberLong': '1599430742443'}},"until now, until this moment, so far",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 865},['5f53fc3cceceb9573eaf8788']
이뻤던,이쁘다 = 예쁘다 ,{'$date': {'$numberLong': '1599430742443'}},"be pretty, beautiful",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 866},['5f53fc3cceceb9573eaf8788']
말을 끊,말을 끊다 ,{'$date': {'$numberLong': '1599430742443'}},"cut off one’s words, interrupt",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 867},['5f53fc3cceceb9573eaf8788']
실하,실하다 ,{'$date': {'$numberLong': '1599430742443'}},be substantial,實,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 868},['5f53fc3cceceb9573eaf8788']
산골,산골 [-꼴] ,{'$date': {'$numberLong': '1599430742443'}},mountain region; remote place in the mountains,山-,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 869},['5f53fc3cceceb9573eaf8788']
처박혀있,처박히다 ,{'$date': {'$numberLong': '1599430742443'}},be/get rammed or stuffed into,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 870},['5f53fc3cceceb9573eaf8788']
과하,과하다 ,{'$date': {'$numberLong': '1599430742443'}},"exaggerate, be too much",過,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 871},['5f53fc3cceceb9573eaf8788']
기력,기력 ,{'$date': {'$numberLong': '1599430742443'}},"vigor, strength, power",氣力,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 872},['5f53fc3cceceb9573eaf8788']
허덕이,허덕이다 ,{'$date': {'$numberLong': '1599430742443'}},"pant, gasp, struggle",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 873},['5f53fc3cceceb9573eaf8788']
도망질,도망질다 ,{'$date': {'$numberLong': '1599430742443'}},"act of running away, escaping (derogatory)",逃亡,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 874},['5f53fc3cceceb9573eaf8788']
당연하,당연하다 ,{'$date': {'$numberLong': '1599430742443'}},"be natural, a matter of course",當然,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 875},['5f53fc3cceceb9573eaf8788']
세월,세월 ,{'$date': {'$numberLong': '1599430742443'}},life; time,歲月,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 876},['5f53fc3cceceb9573eaf8788']
감당하,감당하다 ,{'$date': {'$numberLong': '1599430742443'}},"manage, handle, deal with",堪當,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 877},['5f53fc3cceceb9573eaf8788']
예전,예전 ,{'$date': {'$numberLong': '1599430742443'}},"previously, before, in the past",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 878},['5f53fc3cceceb9573eaf8788']
걸음,걸음 ,{'$date': {'$numberLong': '1599430742443'}},"steps, stride",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 879},['5f53fc3cceceb9573eaf8788']
황개골,황개골 ,{'$date': {'$numberLong': '1599430742443'}},name of a village,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 880},['5f53fc3cceceb9573eaf8788']
걷,걷다 ,{'$date': {'$numberLong': '1599430742443'}},walk,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 881},['5f53fc3cceceb9573eaf8788']
눈이 침침하,눈이 침침하다 ,{'$date': {'$numberLong': '1599430742443'}},have bad or blurry eyesight; be unable to see well,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 882},['5f53fc3cceceb9573eaf8788']
낙담하,낙담하다 ,{'$date': {'$numberLong': '1599430742443'}},"feel discouraged, disappointed",落膽,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 883},['5f53fc3cceceb9573eaf8788']
내달리,내달리다 ,{'$date': {'$numberLong': '1599430742443'}},"run off, dash off (with great force / speed)",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 884},['5f53fc3cceceb9573eaf8788']
쿡쿡,쿡쿡 ,{'$date': {'$numberLong': '1599430742443'}},description of low laughter,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 885},['5f53fc3cceceb9573eaf8788']
이튿날,이튿날 ,{'$date': {'$numberLong': '1599430742443'}},the following day,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 886},['5f53fc3cceceb9573eaf8788']
험해지,험하다 ,{'$date': {'$numberLong': '1599430742443'}},be rugged,嶮,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 887},['5f53fc3cceceb9573eaf8788']
개울물,개울물 ,{'$date': {'$numberLong': '1599430742443'}},brook water,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 888},['5f53fc3cceceb9573eaf8788']
드세지,드세지다 ,{'$date': {'$numberLong': '1599430742443'}},become strong,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 889},['5f53fc3cceceb9573eaf8788']
풀섶,풀섶 ,{'$date': {'$numberLong': '1599430742443'}},a mass of grass,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 890},['5f53fc3cceceb9573eaf8788']
찍히,찍히다 ,{'$date': {'$numberLong': '1599430742443'}},be/get imprinted,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 891},['5f53fc3cceceb9573eaf8788']
큼직하,큼직하다,{'$date': {'$numberLong': '1599430742443'}},"be fairly large, good-sized",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 892},['5f53fc3cceceb9573eaf8788']
발견하,발견하다 ,{'$date': {'$numberLong': '1599430742443'}},discover,發見,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 893},['5f53fc3cceceb9573eaf8788']
황소,황소 ,{'$date': {'$numberLong': '1599430742443'}},"ox, bull",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 894},['5f53fc3cceceb9573eaf8788']
쭈그리고 앉,쭈그리고 앉다 ,{'$date': {'$numberLong': '1599430742443'}},squat,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 895},['5f53fc3cceceb9573eaf8788']
떨리,떨리다 ,{'$date': {'$numberLong': '1599430742443'}},"shake, quiver, tremble",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 896},['5f53fc3cceceb9573eaf8788']
음성,음성 ,{'$date': {'$numberLong': '1599430742443'}},voice,音聲,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 897},['5f53fc3cceceb9573eaf8788']
비탈,비탈 ,{'$date': {'$numberLong': '1599430742443'}},"slope, incline",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 898},['5f53fc3cceceb9573eaf8788']
긁,긁다 ,{'$date': {'$numberLong': '1599430742443'}},"scratch, scrape",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 899},['5f53fc3cceceb9573eaf8788']
바위산,바위산 ,{'$date': {'$numberLong': '1599430742443'}},rocky/craggy mountain,-山,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 900},['5f53fc3cceceb9573eaf8788']
이어지,이어지다 ,{'$date': {'$numberLong': '1599430742443'}},be/get continued or joined to,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 901},['5f53fc3cceceb9573eaf8788']
심장,심장 ,{'$date': {'$numberLong': '1599430742443'}},heart,心臟,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 902},['5f53fc3cceceb9573eaf8788']
싸늘하,싸늘하다 ,{'$date': {'$numberLong': '1599430742443'}},"be chilly, icy",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 903},['5f53fc3cceceb9573eaf8788']
맛보,맛,{'$date': {'$numberLong': '1599430742443'}},taste,을,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 904},['5f53fc3cceceb9573eaf8788']
쌍안경,쌍안경 ,{'$date': {'$numberLong': '1599430742443'}},binoculars,雙眼鏡,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 905},['5f53fc3cceceb9573eaf8788']
주변,주변 ,{'$date': {'$numberLong': '1599430742443'}},surroundings,周邊,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 906},['5f53fc3cceceb9573eaf8788']
능선,능선 ,{'$date': {'$numberLong': '1599430742443'}},ridge,稜線,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 907},['5f53fc3cceceb9573eaf8788']
훑,훑다 ,{'$date': {'$numberLong': '1599430742443'}},"look carefully over, give a scrutinizing glance at",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 908},['5f53fc3cceceb9573eaf8788']
허리춤,허리춤 ,{'$date': {'$numberLong': '1599430742443'}},the waist of one’s trousers,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 909},['5f53fc3cceceb9573eaf8788']
추스르,추스르다 ,{'$date': {'$numberLong': '1599430742443'}},"set in order, put into shape",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 910},['5f53fc3cceceb9573eaf8788']
올리,올리다 ,{'$date': {'$numberLong': '1599430742443'}},"lift, pick up, raise up",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 911},['5f53fc3cceceb9573eaf8788']
이끌,이끌다 ,{'$date': {'$numberLong': '1599430742443'}},"guide, show, lead",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 912},['5f53fc3cceceb9573eaf8788']
기어오르,기어오르다 ,{'$date': {'$numberLong': '1599430742443'}},climb up,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 913},['5f53fc3cceceb9573eaf8788']
뛰,뛰다 ,{'$date': {'$numberLong': '1599430742443'}},run,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 914},['5f53fc3cceceb9573eaf8788']
단숨에,단숨에 ,{'$date': {'$numberLong': '1599430742443'}},"in one breath, at a stroke",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 915},['5f53fc3cceceb9573eaf8788']
전신,전신 ,{'$date': {'$numberLong': '1599430742443'}},whole body,全身,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 916},['5f53fc3cceceb9573eaf8788']
가시,가시 ,{'$date': {'$numberLong': '1599430742443'}},"thorn, bramble",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 917},['5f53fc3cceceb9573eaf8788']
나뭇가지,나뭇가지 ,{'$date': {'$numberLong': '1599430742443'}},tree branches,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 918},['5f53fc3cceceb9573eaf8788']
할키우 = 할퀴,할키우다 = 할퀴다 ,{'$date': {'$numberLong': '1599430742443'}},"be/get clawed, scratched",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 919},['5f53fc3cceceb9573eaf8788']
엎어지,엎어지다 ,{'$date': {'$numberLong': '1599430742443'}},fall on one’s face,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 920},['5f53fc3cceceb9573eaf8788']
자빠지,자빠지다 ,{'$date': {'$numberLong': '1599430742443'}},tumble backwards,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 921},['5f53fc3cceceb9573eaf8788']
차례,차례 ,{'$date': {'$numberLong': '1599430742443'}},"sequence, order, turn; time, around",次例,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 922},['5f53fc3cceceb9573eaf8788']
손등,손등 [-뜽] ,{'$date': {'$numberLong': '1599430742443'}},back of the hand,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 923},['5f53fc3cceceb9573eaf8788']
해가 지,해,{'$date': {'$numberLong': '1599430742443'}},sun set,가,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 924},['5f53fc3cceceb9573eaf8788']
이르,이르다 ,{'$date': {'$numberLong': '1599430742443'}},"arrive, reach",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 925},['5f53fc3cceceb9573eaf8788']
녹초가 되,녹초가 되다 ,{'$date': {'$numberLong': '1599430742443'}},"be worn out, exhausted, frazzled",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 926},['5f53fc3cceceb9573eaf8788']
연후,연후 ,{'$date': {'$numberLong': '1599430742443'}},afterwards,然後,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 927},['5f53fc3cceceb9573eaf8788']
어둠,어둠 ,{'$date': {'$numberLong': '1599430742443'}},darkness,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 928},['5f53fc3cceceb9573eaf8788']
튀어나오,튀어나오다 ,{'$date': {'$numberLong': '1599430742443'}},"spring forth, leap out",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 929},['5f53fc3cceceb9573eaf8788']
불을 지피,불,{'$date': {'$numberLong': '1599430742443'}},"to kindle, burn, make a fire",을,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 930},['5f53fc3cceceb9573eaf8788']
곤하,곤하다 ,{'$date': {'$numberLong': '1599430742443'}},"feel exhausted, tired",困,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 931},['5f53fc3cceceb9573eaf8788']
앞지르,앞지르다 ,{'$date': {'$numberLong': '1599430742443'}},"get ahead of, cut in front of",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 932},['5f53fc3cceceb9573eaf8788']
단언하,단언하다 ,{'$date': {'$numberLong': '1599430742443'}},"assert, affirm",斷言,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 933},['5f53fc3cceceb9573eaf8788']
시야,시야 ,{'$date': {'$numberLong': '1599430742443'}},field of vision,視野,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 934},['5f53fc3cceceb9573eaf8788']
훤히,훤히 ,{'$date': {'$numberLong': '1599430742443'}},"broadly, extensively",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 935},['5f53fc3cceceb9573eaf8788']
트이,트이다 ,{'$date': {'$numberLong': '1599430742443'}},"be/get cleared, opened",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 936},['5f53fc3cceceb9573eaf8788']
능선,능선 ,{'$date': {'$numberLong': '1599430742443'}},ridgeline,稜線,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 937},['5f53fc3cceceb9573eaf8788']
마루,마루 ,{'$date': {'$numberLong': '1599430742443'}},ridge,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 938},['5f53fc3cceceb9573eaf8788']
사방,사방 ,{'$date': {'$numberLong': '1599430742443'}},"four directions, all around, everywhere",四方,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 939},['5f53fc3cceceb9573eaf8788']
살피,살피다 ,{'$date': {'$numberLong': '1599430742443'}},"look over, examine",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 940},['5f53fc3cceceb9573eaf8788']
쌍안경,쌍안경 ,{'$date': {'$numberLong': '1599430742443'}},binoculars,雙眼鏡,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 941},['5f53fc3cceceb9573eaf8788']
손질하,손질하다 ,{'$date': {'$numberLong': '1599430742443'}},"maintain; trim, repair",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 942},['5f53fc3cceceb9573eaf8788']
모습,모습 ,{'$date': {'$numberLong': '1599430742443'}},"shape, form, appearance",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 943},['5f53fc3cceceb9573eaf8788']
시방,시방,{'$date': {'$numberLong': '1599430742443'}},"presently, now",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 944},['5f53fc3cceceb9573eaf8788']
틀림없,틀림없다 ,{'$date': {'$numberLong': '1599430742443'}},"be unmistakable, be certain",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 945},['5f53fc3cceceb9573eaf8788']
지루하,지루하다 ,{'$date': {'$numberLong': '1599430742443'}},"be tedious, tiresome",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 946},['5f53fc3cceceb9573eaf8788']
마르,마르다 ,{'$date': {'$numberLong': '1599430742443'}},be dry; dry up,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 947},['5f53fc3cceceb9573eaf8788']
오징어,오징어 ,{'$date': {'$numberLong': '1599430742443'}},squid,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 948},['5f53fc3cceceb9573eaf8788']
씹,씹다 ,{'$date': {'$numberLong': '1599430742443'}},chew,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 949},['5f53fc3cceceb9573eaf8788']
관목숲,관목숲 ,{'$date': {'$numberLong': '1599430742443'}},shrubbery,灌木-,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 950},['5f53fc3cceceb9573eaf8788']
눈을 떼,눈을 떼다 ,{'$date': {'$numberLong': '1599430742443'}},take one’s eyes off,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 951},['5f53fc3cceceb9573eaf8788']
