korean,stem,createdDate,english,hanja,lastUpdated,order_id,storyList
간단없,간단없다 ,{'$date': {'$numberLong': '1599430742443'}},"be ceaseless, incessant",簡單,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 952},['5f53fc3cceceb9573eaf8788']
베개,베개 ,{'$date': {'$numberLong': '1599430742443'}},pillow,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 953},['5f53fc3cceceb9573eaf8788']
받치,받치다 ,{'$date': {'$numberLong': '1599430742443'}},"prop up, support",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 954},['5f53fc3cceceb9573eaf8788']
기대,기대다 ,{'$date': {'$numberLong': '1599430742443'}},"lean on, lean against",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 955},['5f53fc3cceceb9573eaf8788']
곁,곁 ,{'$date': {'$numberLong': '1599430742443'}},side,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 956},['5f53fc3cceceb9573eaf8788']
다가오,다가오다 ,{'$date': {'$numberLong': '1599430742443'}},approach,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 957},['5f53fc3cceceb9573eaf8788']
날래,날래다 ,{'$date': {'$numberLong': '1599430742443'}},"be quick, fast, swift",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 958},['5f53fc3cceceb9573eaf8788']
영험스런,영험스럽다 ,{'$date': {'$numberLong': '1599430742443'}},be miraculous,靈驗,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 959},['5f53fc3cceceb9573eaf8788']
쏜살,쏜살 ,{'$date': {'$numberLong': '1599430742443'}},a shot arrow,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 960},['5f53fc3cceceb9573eaf8788']
통하,통하다 ,{'$date': {'$numberLong': '1599430742443'}},"communicate with, connect with",通,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 961},['5f53fc3cceceb9573eaf8788']
간절하,간절하다 ,{'$date': {'$numberLong': '1599430742443'}},"be earnest, eager; desperate",懇切,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 962},['5f53fc3cceceb9573eaf8788']
여유로,여유롭다 ,{'$date': {'$numberLong': '1599430742443'}},"be/feel relaxed, easygoing",餘裕,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 963},['5f53fc3cceceb9573eaf8788']
엉터리,엉터리 ,{'$date': {'$numberLong': '1599430742443'}},"sham, fake, non-sense",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 964},['5f53fc3cceceb9573eaf8788']
지치,지치다 ,{'$date': {'$numberLong': '1599430742443'}},get exhausted,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 965},['5f53fc3cceceb9573eaf8788']
투덜댔대,투덜대다 ,{'$date': {'$numberLong': '1599430742443'}},"grumble, complain at length",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 966},['5f53fc3cceceb9573eaf8788']
개수작,개수작 ,{'$date': {'$numberLong': '1599430742443'}},"foolish remark, move, stunt, act (derogatory)",-酬酌,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 967},['5f53fc3cceceb9573eaf8788']
설득시키,설득,{'$date': {'$numberLong': '1599430742443'}},"persuade, convince",을,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 968},['5f53fc3cceceb9573eaf8788']
결과,결과 ,{'$date': {'$numberLong': '1599430742443'}},"result, outcome",結果,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 969},['5f53fc3cceceb9573eaf8788']
마찬가지,마찬가지다 ,{'$date': {'$numberLong': '1599430742443'}},be all the same,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 970},['5f53fc3cceceb9573eaf8788']
한나절,한나절 ,{'$date': {'$numberLong': '1599430742443'}},half a day,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 971},['5f53fc3cceceb9573eaf8788']
나흘,나흘 ,{'$date': {'$numberLong': '1599430742443'}},four days,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 972},['5f53fc3cceceb9573eaf8788']
언쟁을 벌이,언쟁을 벌이다 ,{'$date': {'$numberLong': '1599430742443'}},"quarrel, dispute, argue, bicker",言爭,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 973},['5f53fc3cceceb9573eaf8788']
쉬어쉬어,쉬어쉬어 ,{'$date': {'$numberLong': '1599430742443'}},taking short breaks/rests along the way,쉬엄쉬엄,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 974},['5f53fc3cceceb9573eaf8788']
장난치,장난,{'$date': {'$numberLong': '1599430742443'}},"jest, joke around, play pranks on",을,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 975},['5f53fc3cceceb9573eaf8788']
신명 나,신명 나다 ,{'$date': {'$numberLong': '1599430742443'}},"be in high spirits; merry, joyous",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 976},['5f53fc3cceceb9573eaf8788']
첩첩,첩첩 ,{'$date': {'$numberLong': '1599430742443'}},layer upon layer,疊疊,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 977},['5f53fc3cceceb9573eaf8788']
투명하,투명하다 ,{'$date': {'$numberLong': '1599430742443'}},"be transparent, lucid",透明,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 978},['5f53fc3cceceb9573eaf8788']
비밀스런,비밀스럽다 ,{'$date': {'$numberLong': '1599430742443'}},"be elusive, secretive",秘密,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 979},['5f53fc3cceceb9573eaf8788']
존재자,존재자 ,{'$date': {'$numberLong': '1599430742443'}},"a being, something existing",存在者,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 980},['5f53fc3cceceb9573eaf8788']
평화롭,평화롭다 ,{'$date': {'$numberLong': '1599430742443'}},be peaceful,平和,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 981},['5f53fc3cceceb9573eaf8788']
안온하,안온하다 ,{'$date': {'$numberLong': '1599430742443'}},"be tranquil, peaceful",安穩,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 982},['5f53fc3cceceb9573eaf8788']
이승에서,이승에서 ,{'$date': {'$numberLong': '1599430742443'}},in this world (as opposed to the nether world: 저승),,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 983},['5f53fc3cceceb9573eaf8788']
완전하,완전하다 ,{'$date': {'$numberLong': '1599430742443'}},"be perfect, complete",完全,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 984},['5f53fc3cceceb9573eaf8788']
심정,심정 ,{'$date': {'$numberLong': '1599430742443'}},state of mind,心情,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 985},['5f53fc3cceceb9573eaf8788']
낙엽지,낙엽지 ,{'$date': {'$numberLong': '1599430742443'}},fallen leaves,落葉枝,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 986},['5f53fc3cceceb9573eaf8788']
솟,솟다 ,{'$date': {'$numberLong': '1599430742443'}},"gush forth, rise up",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 987},['5f53fc3cceceb9573eaf8788']
벼랑,벼랑 ,{'$date': {'$numberLong': '1599430742443'}},cliff,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 988},['5f53fc3cceceb9573eaf8788']
인가,인가 ,{'$date': {'$numberLong': '1599430742443'}},"house, human dwelling",人家,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 989},['5f53fc3cceceb9573eaf8788']
생각을 키우,생각을 키우다 ,{'$date': {'$numberLong': '1599430742443'}},harbor thoughts of,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 990},['5f53fc3cceceb9573eaf8788']
당초,당초 ,{'$date': {'$numberLong': '1599430742443'}},"the very first time, the beginning",當初,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 991},['5f53fc3cceceb9573eaf8788']
목적,목적 ,{'$date': {'$numberLong': '1599430742443'}},"goal, aim",目的,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 992},['5f53fc3cceceb9573eaf8788']
죄,죄 ,{'$date': {'$numberLong': '1599430742443'}},sin; crime,罪,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 993},['5f53fc3cceceb9573eaf8788']
놀이 나오,놀이 나오다 ,{'$date': {'$numberLong': '1599430742443'}},go on a picnic / excursion,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 994},['5f53fc3cceceb9573eaf8788']
낄낄대,낄낄대다 ,{'$date': {'$numberLong': '1599430742443'}},"snicker, giggle",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 995},['5f53fc3cceceb9573eaf8788']
병색,병색 ,{'$date': {'$numberLong': '1599430742443'}},"tint of illness, sickness",病色,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 996},['5f53fc3cceceb9573eaf8788']
신선,신선,{'$date': {'$numberLong': '1599430742443'}},Taoist hermit with supernatural powers; mountain wizard,神仙,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 997},['5f53fc3cceceb9573eaf8788']
주정뱅이,주정뱅이 ,{'$date': {'$numberLong': '1599430742443'}},drunkard,酒酊-,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 998},['5f53fc3cceceb9573eaf8788']
손가락질,손가락질 [-까],{'$date': {'$numberLong': '1599430742443'}},"pointing one’s finger at; blaming, criticizing",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 999},['5f53fc3cceceb9573eaf8788']
비굴하,비굴하다 ,{'$date': {'$numberLong': '1599430742443'}},"be mean, cowardly; base",卑屈,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1000},['5f53fc3cceceb9573eaf8788']
남루하,남루하다 ,{'$date': {'$numberLong': '1599430742443'}},"be tattered, shabby",襤褸,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1001},['5f53fc3cceceb9573eaf8788']
복장,복장 ,{'$date': {'$numberLong': '1599430742443'}},"costume, attire",服裝,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1002},['5f53fc3cceceb9573eaf8788']
찌들,찌들다 ,{'$date': {'$numberLong': '1599430742443'}},"be hardened, worn-out",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1003},['5f53fc3cceceb9573eaf8788']
적막하,적막하다 ,{'$date': {'$numberLong': '1599430742443'}},be desolate,寂寞,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1004},['5f53fc3cceceb9573eaf8788']
근사하,근사하다 ,{'$date': {'$numberLong': '1599430742443'}},"be splendid, excellent; handsome-looking",近似,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1005},['5f53fc3cceceb9573eaf8788']
입에 담,입에 담다 ,{'$date': {'$numberLong': '1599430742443'}},"say, speak, tell, blurt out",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1006},['5f53fc3cceceb9573eaf8788']
욕설,욕설 ,{'$date': {'$numberLong': '1599430742443'}},"cursing, foul language, verbal abuse",辱說,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1007},['5f53fc3cceceb9573eaf8788']
나무라,나무라다 ,{'$date': {'$numberLong': '1599430742443'}},"scold, chide, blame",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1008},['5f53fc3cceceb9573eaf8788']
노여움,노여움 ,{'$date': {'$numberLong': '1599430742443'}},"anger, rage",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1009},['5f53fc3cceceb9573eaf8788']
조급하,조급하다 ,{'$date': {'$numberLong': '1599430742443'}},"be quick-tempered, impetuous",躁急,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1010},['5f53fc3cceceb9573eaf8788']
떠들썩하,떠들썩하다 ,{'$date': {'$numberLong': '1599430742443'}},"be noisy, boisterous",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1011},['5f53fc3cceceb9573eaf8788']
노닐,노닐다 ,{'$date': {'$numberLong': '1599430742443'}},"stroll, ramble, wander (poetic)",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1012},['5f53fc3cceceb9573eaf8788']
말리,말리다 ,{'$date': {'$numberLong': '1599430742443'}},"stop, dissuade",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1013},['5f53fc3cceceb9573eaf8788']
거창하,거창하다 ,{'$date': {'$numberLong': '1599430742443'}},"be on a large scale, grand, humongous",巨創,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1014},['5f53fc3cceceb9573eaf8788']
둘러매,둘러매다 ,{'$date': {'$numberLong': '1599430742443'}},carry or wear around one’s neck or shoulder,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1015},['5f53fc3cceceb9573eaf8788']
오히려,오히려 ,{'$date': {'$numberLong': '1599430742443'}},on the contrary; contrary to expectations,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1016},['5f53fc3cceceb9573eaf8788']
거북설스럽,거북설스럽다,{'$date': {'$numberLong': '1599430742443'}},be cumbersome,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1017},['5f53fc3cceceb9573eaf8788']
미안감,미안감 ,{'$date': {'$numberLong': '1599430742443'}},"regret, sense of guilt",未安感,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1018},['5f53fc3cceceb9573eaf8788']
일,일다 ,{'$date': {'$numberLong': '1599430742443'}},come into one’s mind,#NAME?,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1019},['5f53fc3cceceb9573eaf8788']
하산하,하산하다 ,{'$date': {'$numberLong': '1599430742443'}},"go down a mountain, descend",下山,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1020},['5f53fc3cceceb9573eaf8788']
간지럼,간지럼 ,{'$date': {'$numberLong': '1599430742443'}},tickling sensation,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1021},['5f53fc3cceceb9573eaf8788']
간지럼을 타,간지럼,{'$date': {'$numberLong': '1599430742443'}},tickle sb,을,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1022},['5f53fc3cceceb9573eaf8788']
땅바닥,땅바닥 ,{'$date': {'$numberLong': '1599430742443'}},"floor, ground",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1023},['5f53fc3cceceb9573eaf8788']
뒹굴,뒹굴다 ,{'$date': {'$numberLong': '1599430742443'}},"lie down, throw oneself down, roll around",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1024},['5f53fc3cceceb9573eaf8788']
찔끔대,찔끔대다 ,{'$date': {'$numberLong': '1599430742443'}},"trickle, dribble",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1025},['5f53fc3cceceb9573eaf8788']
공모하,공모하다 ,{'$date': {'$numberLong': '1599430742443'}},"plot together, conspire",共謀,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1026},['5f53fc3cceceb9573eaf8788']
골탕먹이,골탕,{'$date': {'$numberLong': '1599430742443'}},"to give a hard time to, play pranks on",을,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1027},['5f53fc3cceceb9573eaf8788']
흔쾌하,흔쾌하다 ,{'$date': {'$numberLong': '1599430742443'}},"feel pleasant, delighted, happy, joyful",欣快,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1028},['5f53fc3cceceb9573eaf8788']
노을,노을 ,{'$date': {'$numberLong': '1599430742443'}},sky’s colors at sunrise or sunset,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1029},['5f53fc3cceceb9573eaf8788']
유난히,유난히 ,{'$date': {'$numberLong': '1599430742443'}},exceptionally,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1030},['5f53fc3cceceb9573eaf8788']
붉,붉다 ,{'$date': {'$numberLong': '1599430742443'}},"be red, crimson",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1031},['5f53fc3cceceb9573eaf8788']
불덩이,불덩이 [-떵이],{'$date': {'$numberLong': '1599430742443'}},"ball of fire, fireball",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1032},['5f53fc3cceceb9573eaf8788']
휘황하,휘황하다 ,{'$date': {'$numberLong': '1599430742443'}},"be splendid, brilliant, iridescent, dazzling",輝煌,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1033},['5f53fc3cceceb9573eaf8788']
띠,띠다 ,{'$date': {'$numberLong': '1599430742443'}},"have, wear, present, put on, show",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1034},['5f53fc3cceceb9573eaf8788']
온통,온통 ,{'$date': {'$numberLong': '1599430742443'}},"all, wholly, entirely, everything, everywhere",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1035},['5f53fc3cceceb9573eaf8788']
봉우리,봉우리 ,{'$date': {'$numberLong': '1599430742443'}},"peak, top, summit",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1036},['5f53fc3cceceb9573eaf8788']
짙,짙다 ,{'$date': {'$numberLong': '1599430742443'}},"be deep, rich",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1037},['5f53fc3cceceb9573eaf8788']
상수리나무,상수리나무 ,{'$date': {'$numberLong': '1599430742443'}},oak tree,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1038},['5f53fc3cceceb9573eaf8788']
듬성듬성,듬성듬성 ,{'$date': {'$numberLong': '1599430742443'}},"sporadically, scattered, thinly, sparingly",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1039},['5f53fc3cceceb9573eaf8788']
꽂히,꽂히다 ,{'$date': {'$numberLong': '1599430742443'}},"be/get inserted, put in, stuck, driven in",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1040},['5f53fc3cceceb9573eaf8788']
비탈,비탈 ,{'$date': {'$numberLong': '1599430742443'}},"slope, incline",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1041},['5f53fc3cceceb9573eaf8788']
쌍안경,쌍안경 ,{'$date': {'$numberLong': '1599430742443'}},binoculars,雙眼鏡,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1042},['5f53fc3cceceb9573eaf8788']
완벽하,완벽하다 ,{'$date': {'$numberLong': '1599430742443'}},"be perfect, complete",完璧,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1043},['5f53fc3cceceb9573eaf8788']
황금빛,황금빛 [-삗] ,{'$date': {'$numberLong': '1599430742443'}},color of pure gold,黃金,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1044},['5f53fc3cceceb9573eaf8788']
털,털 ,{'$date': {'$numberLong': '1599430742443'}},fur; hair,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1045},['5f53fc3cceceb9573eaf8788']
반점,반점 ,{'$date': {'$numberLong': '1599430742443'}},"spot, speck, dot",斑點,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1046},['5f53fc3cceceb9573eaf8788']
선명하,선명하다 ,{'$date': {'$numberLong': '1599430742443'}},"be clear, distinct, lucid, vivid, defined",鮮明,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1047},['5f53fc3cceceb9573eaf8788']
달리,달리다 ,{'$date': {'$numberLong': '1599430742443'}},run,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1048},['5f53fc3cceceb9573eaf8788']
미끄러지,미끄러지다 ,{'$date': {'$numberLong': '1599430742443'}},"slide, glide",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1049},['5f53fc3cceceb9573eaf8788']
관목숲,관목숲 ,{'$date': {'$numberLong': '1599430742443'}},shrubbery,灌木-,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1050},['5f53fc3cceceb9573eaf8788']
스미,스미다 ,{'$date': {'$numberLong': '1599430742443'}},"soak in (into, through), infiltrate, permeate",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1051},['5f53fc3cceceb9573eaf8788']
속삭,속삭이다 ,{'$date': {'$numberLong': '1599430742443'}},whisper,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1052},['5f53fc3cceceb9573eaf8788']
속이,속이다 ,{'$date': {'$numberLong': '1599430742443'}},"cheat, betray, get the best of",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 1053},['5f53fc3cceceb9573eaf8788']
